date,open,high,low,close,volume
2024-12-19 19:00:00-05:00,43.2,44.395,43.1024,44.17,74222240.0
2024-12-22 19:00:00-05:00,43.9,44.11,42.78,43.89,35374791.0
2024-12-23 19:00:00-05:00,43.93,44.415,43.93,44.38,12054354.0
2024-12-25 19:00:00-05:00,44.21,44.58,44.105,44.55,16079707.0
2024-12-26 19:00:00-05:00,44.24,44.78,44.06,44.34,17972488.0
2024-12-29 19:00:00-05:00,43.89,44.14,43.55,43.91,16109771.0
2024-12-30 19:00:00-05:00,44.04,44.23,43.705,43.95,16110352.0
2025-01-01 19:00:00-05:00,44.14,44.5868,43.8,44.29,25610575.0
2025-01-02 19:00:00-05:00,44.75,44.85,44.15,44.81,23455711.0
2025-01-05 19:00:00-05:00,45.155,46.15,45.0999,45.4,30518458.0
2025-01-06 19:00:00-05:00,46.28,46.65,45.65,46.08,41111204.0
2025-01-07 19:00:00-05:00,45.9,46.26,45.69,46.21,40246008.0
2025-01-09 19:00:00-05:00,46.0,46.05,44.735,45.11,40741349.0
2025-01-12 19:00:00-05:00,45.1,45.34,44.69,45.06,34353617.0
2025-01-13 19:00:00-05:00,45.6,45.92,45.23,45.78,36379011.0
2025-01-14 19:00:00-05:00,47.12,47.46,46.84,47.1,57154814.0
2025-01-15 19:00:00-05:00,47.0,47.51,45.82,46.64,56339293.0
2025-01-16 19:00:00-05:00,46.61,46.88,46.08,46.53,44486094.0
2025-01-20 19:00:00-05:00,46.62,47.15,46.54,46.66,52089087.0
2025-01-21 19:00:00-05:00,46.6,46.73,45.76,45.79,40296223.0
2025-01-22 19:00:00-05:00,46.05,46.89,46.045,46.39,35324065.0
2025-01-23 19:00:00-05:00,46.23,46.86,46.15,46.52,24655102.0
2025-01-26 19:00:00-05:00,46.55,47.14,46.38,47.09,44260048.0
2025-01-27 19:00:00-05:00,47.08,47.4358,46.71,46.84,27156644.0
2025-01-28 19:00:00-05:00,46.75,47.39,46.64,46.75,23681527.0
2025-01-29 19:00:00-05:00,47.11,47.165,46.4,46.72,31199866.0
2025-01-30 19:00:00-05:00,46.7,46.83,46.16,46.3,30392921.0
2025-02-02 19:00:00-05:00,45.42,46.48,45.11,46.21,36497705.0
2025-02-03 19:00:00-05:00,46.35,47.13,46.27,46.71,32893992.0
2025-02-04 19:00:00-05:00,46.98,47.13,46.6448,47.11,27696614.0
2025-02-05 19:00:00-05:00,47.44,47.98,47.17,47.74,39793386.0
2025-02-06 19:00:00-05:00,47.84,47.97,47.38,47.4,26504696.0
2025-02-09 19:00:00-05:00,47.48,47.555,46.4,46.67,26725206.0
2025-02-10 19:00:00-05:00,46.55,46.93,46.275,46.79,20314881.0
2025-02-11 19:00:00-05:00,46.57,46.58,45.935,46.21,29777070.0
2025-02-12 19:00:00-05:00,46.52,46.57,45.97,46.33,26815396.0
2025-02-13 19:00:00-05:00,46.48,47.09,46.48,46.96,25960495.0
2025-02-17 19:00:00-05:00,46.56,46.65,46.16,46.53,37824104.0
2025-02-18 19:00:00-05:00,45.88,46.055,45.4201,46.01,38967823.0
2025-02-19 19:00:00-05:00,45.9,46.19,45.04,45.3,40001086.0
2025-02-20 19:00:00-05:00,45.25,45.51,44.535,44.81,43485874.0
2025-02-23 19:00:00-05:00,45.03,45.39,44.435,44.46,35512204.0
2025-02-24 19:00:00-05:00,44.53,44.835,43.35,43.94,38119007.0
2025-02-25 19:00:00-05:00,44.04,44.5453,43.86,43.94,32251699.0
2025-02-26 19:00:00-05:00,44.09,44.7756,43.935,44.12,28477725.0
2025-02-27 19:00:00-05:00,44.32,46.2,44.199,46.1,62621148.0
2025-03-02 19:00:00-05:00,46.21,46.96,45.22,45.56,46946021.0
2025-03-03 19:00:00-05:00,44.73,44.84,42.03,42.67,78278115.0
2025-03-04 19:00:00-05:00,42.65,42.73,41.705,42.29,52588903.0
2025-03-05 19:00:00-05:00,41.59,41.89,40.9556,41.46,58103505.0
2025-03-06 19:00:00-05:00,41.31,41.73,40.61,41.4,50651434.0
2025-03-09 20:00:00-04:00,40.4,40.62,39.18,39.83,76339995.0
2025-03-10 20:00:00-04:00,39.7,40.66,39.27,39.61,50608382.0
2025-03-11 20:00:00-04:00,40.31,40.5,39.2,39.91,42290673.0
2025-03-12 20:00:00-04:00,39.97,40.19,39.33,39.67,37766080.0
2025-03-13 20:00:00-04:00,40.26,41.015,40.1724,40.89,35979933.0
2025-03-16 20:00:00-04:00,40.92,41.77,40.59,41.44,37242797.0
2025-03-17 20:00:00-04:00,41.72,41.83,41.29,41.65,37644466.0
2025-03-18 20:00:00-04:00,41.72,42.6983,41.3,42.21,42471117.0
2025-03-19 20:00:00-04:00,41.76,42.72,41.65,42.48,41018128.0
2025-03-20 20:00:00-04:00,42.16,42.66,41.89,42.47,65010969.0
2025-03-23 20:00:00-04:00,42.93,43.15,42.75,43.07,30646143.0
